Tempo,Temperatura
984.16,24.2
988.21,24.2
992.26,24.2
996.32,24.1
1000.37,24.1
1004.42,24.1
1008.47,24.1
1012.52,24.1
1016.57,24.1
1020.62,24.1
1024.67,24.2
1028.72,24.2
1032.77,24.1
1036.82,24.1
1040.87,24.2
1044.93,24.2
1048.98,24.2
1053.03,24.1
1057.08,24.2
1061.13,24.3
1065.18,24.3
1069.23,24.3
1073.28,24.3
1077.33,24.3
1081.38,24.4
1085.43,24.4
1089.48,24.4
1093.53,24.4
1097.58,24.4
1101.63,24.4
1105.68,24.4
1109.73,24.5
1113.78,24.5
1117.83,24.5
1121.88,24.5
1125.93,24.4
1129.99,24.5
1134.04,24.5
1138.09,24.5
1142.14,24.5
1146.19,24.5
1150.24,24.5
1154.29,24.5
1158.34,24.5
1162.39,24.5
1166.44,24.5
1170.49,24.6
1174.54,24.5
1178.59,24.5
1182.65,24.5
1186.7,24.6
1190.75,24.6
1194.8,24.6
1198.85,24.6
1202.9,24.7
1206.95,24.7
1211.01,24.7
1215.06,24.7
1219.11,24.7
1223.16,24.7
1227.21,24.7
1231.27,24.7
1235.32,24.7
1239.37,24.7
1243.42,24.7
1247.47,24.7
1251.52,24.7
1255.57,24.7
1259.62,24.7
1263.67,24.7
1267.72,24.8
1271.77,24.7
1275.83,24.8
1279.88,24.8
1283.93,24.8
1287.98,24.8
1292.03,24.8
1296.08,24.7
1300.13,24.8
1304.18,24.8
1308.23,24.8
1312.28,24.7
1316.34,24.8
1320.39,24.7
1324.44,24.7
1328.49,24.7
1332.54,24.7
1336.59,24.7
1340.64,24.7
1344.69,24.7
1348.74,24.7
1352.8,24.6
1356.85,24.6
1360.9,24.6
1364.95,24.6
1369.0,24.7
1373.05,24.6
1377.1,24.6
1381.15,24.5
1385.2,24.6
1389.26,24.5
1393.31,24.5
1397.36,24.5
1401.41,24.5
1405.46,24.5
1409.51,24.5
